0	0.000000
1	0.000000
2	0.000000
3	0.000000
4	0.003806
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.000000
17	0.003728
18	0.000000
19	0.000000
20	0.000000
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	0.004034
27	0.004076
28	0.000000
29	0.003175
30	0.003740
31	0.003169
32	0.004666
33	0.006295
34	0.008405
35	0.005363
36	0.006463
37	0.006764
38	0.007251
39	0.000000
40	0.008369
41	0.000000
42	0.000000
43	0.009217
44	0.000000
45	0.000000
46	0.009686
47	0.000000
48	0.010792
49	0.000000
50	0.000000
51	0.011436
52	0.000000
53	0.000000
54	0.000000
55	0.013185
56	0.000000
57	0.013690
58	0.000000
59	0.014184
60	0.000000
61	0.015999
62	0.000000
63	0.015777
64	0.000000
65	0.016673
66	0.000000
67	0.018476
68	0.000000
69	0.000000
70	0.019222
71	0.000000
72	0.019150
73	0.018753
74	0.000000
75	0.018609
76	0.000000
77	0.019992
78	0.000000
79	0.019883
80	0.000000
81	0.020358
82	0.000000
83	0.000000
84	0.019727
85	0.000000
86	0.018765
87	0.000000
88	0.000000
89	0.017707
90	0.000000
91	0.018350
92	0.000000
93	0.000000
94	0.017088
95	0.000000
96	0.000000
97	0.017418
98	0.000000
99	0.000000
100	0.017911
101	0.000000
102	0.000000
103	0.017051
104	0.000000
105	0.000000
106	0.016775
107	0.000000
108	0.015452
109	0.000000
110	0.000000
111	0.015139
112	0.000000
113	0.013570
114	0.000000
115	0.012903
116	0.000000
117	0.012163
118	0.000000
119	0.010871
120	0.000000
121	0.010708
122	0.009476
123	0.000000
124	0.009145
125	0.000000
126	0.008862
127	0.008484
128	0.008424
129	0.000000
130	0.007371
131	0.006680
132	0.005694
133	0.009584
134	0.003866
135	0.003746
136	0.007498
137	0.003608
138	0.003692
139	0.007203
140	0.003908
141	0.003692
142	0.003553
143	0.010564
144	0.003211
145	0.003223
146	0.003187
147	0.006151
148	0.005886
149	0.003066
150	0.005688
151	0.002850
152	0.004804
153	0.007131
154	0.000000
155	0.004786
156	0.005002
157	0.007762
158	0.002706
159	0.000000
160	0.002718
161	0.005700
162	0.002922
163	0.005501
164	0.002784
165	0.002946
166	0.000000
167	0.005345
168	0.002766
169	0.004804
170	0.005075
171	0.002333
172	0.000000
173	0.004371
174	0.004311
175	0.003842
176	0.000000
177	0.003998
178	0.004275
179	0.000000
180	0.002357
181	0.004233
182	0.003734
183	0.003848
184	0.000000
185	0.005544
186	0.003830
187	0.003944
188	0.003662
189	0.003662
190	0.000000
191	0.003716
192	0.004990
193	0.003102
194	0.003090
195	0.005002
196	0.003096
197	0.004792
198	0.003373
199	0.000000
200	0.003692
201	0.005093
202	0.003475
203	0.003547
204	0.000000
205	0.003385
206	0.005051
207	0.003295
208	0.000000
209	0.003692
210	0.003415
211	0.000000
212	0.003974
213	0.000000
214	0.005213
215	0.000000
216	0.000000
217	0.003427
218	0.000000
219	0.000000
220	0.004064
221	0.000000
222	0.000000
223	0.000000
224	0.000000
225	0.003704
226	0.000000
227	0.000000
228	0.000000
229	0.000000
230	0.000000
231	0.000000
232	0.000000
233	0.000000
234	0.004377
235	0.000000
236	0.000000
237	0.000000
238	0.000000
239	0.000000
240	0.000000
241	0.000000
242	0.000000
243	0.000000
244	0.000000
245	0.000000
246	0.000000
247	0.000000
248	0.000000
249	0.000000
250	0.000000
251	0.000000
252	0.000000
253	0.000000
254	0.004443
255	0.000000
