0	4
1	17
2	26
3	27
4	29
5	30
6	31
7	32
8	33
9	33
10	34
11	34
12	35
13	35
14	36
15	36
16	37
17	38
18	38
19	39
20	40
21	42
22	43
23	44
24	45
25	46
26	47
27	48
28	49
29	50
30	51
31	52
32	53
33	54
34	55
35	56
36	56
37	57
38	57
39	58
40	58
41	59
42	60
43	60
44	61
45	61
46	62
47	62
48	63
49	63
50	64
51	64
52	65
53	65
54	66
55	66
56	67
57	67
58	67
59	68
60	68
61	69
62	69
63	70
64	70
65	70
66	71
67	71
68	72
69	72
70	72
71	73
72	73
73	74
74	74
75	74
76	75
77	75
78	75
79	76
80	76
81	77
82	77
83	77
84	78
85	78
86	79
87	79
88	80
89	80
90	81
91	81
92	81
93	82
94	82
95	83
96	83
97	84
98	84
99	85
100	85
101	86
102	86
103	87
104	87
105	88
106	88
107	89
108	89
109	90
110	90
111	91
112	92
113	92
114	93
115	94
116	94
117	95
118	96
119	96
120	97
121	98
122	98
123	99
124	100
125	100
126	101
127	102
128	102
129	103
130	104
131	104
132	105
133	106
134	106
135	107
136	108
137	108
138	109
139	110
140	110
141	111
142	111
143	112
144	113
145	113
146	114
147	115
148	115
149	116
150	117
151	117
152	118
153	119
154	119
155	120
156	121
157	121
158	122
159	122
160	123
161	124
162	124
163	125
164	126
165	126
166	127
167	128
168	128
169	129
170	130
171	131
172	131
173	132
174	133
175	133
176	134
177	135
178	136
179	136
180	137
181	138
182	139
183	139
184	140
185	141
186	142
187	143
188	143
189	144
190	145
191	146
192	147
193	148
194	148
195	149
196	150
197	151
198	152
199	153
200	153
201	155
202	156
203	157
204	157
205	158
206	160
207	161
208	162
209	163
210	164
211	165
212	167
213	168
214	169
215	170
216	171
217	173
218	174
219	175
220	177
221	178
222	180
223	181
224	182
225	183
226	185
227	186
228	187
229	188
230	189
231	191
232	192
233	193
234	194
235	195
236	196
237	197
238	198
239	200
240	201
241	202
242	203
243	205
244	206
245	207
246	209
247	210
248	212
249	214
250	217
251	220
252	225
253	234
254	254
255	255
