0	0.107949	0.003710	0.001792
1	0.004371	0.003487	0.000505
2	0.002207	0.004305	0.000397
3	0.006229	0.003337	0.000156
4	0.004221	0.002333	0.000734
5	0.003463	0.002489	0.000728
6	0.005730	0.002591	0.000565
7	0.003169	0.002844	0.000439
8	0.003734	0.003523	0.000746
9	0.002537	0.003848	0.000619
10	0.005676	0.003211	0.000523
11	0.002754	0.003331	0.000499
12	0.003680	0.003734	0.000409
13	0.002357	0.004359	0.000367
14	0.007077	0.003632	0.000295
15	0.002850	0.002609	0.000319
16	0.004076	0.003908	0.000325
17	0.002549	0.002561	0.000373
18	0.006686	0.004203	0.000313
19	0.002964	0.002579	0.000313
20	0.003800	0.004557	0.000379
21	0.002495	0.003343	0.000421
22	0.007431	0.005063	0.000331
23	0.002056	0.003722	0.000349
24	0.003565	0.004786	0.000265
25	0.002399	0.001473	0.000277
26	0.002934	0.003680	0.000210
27	0.008021	0.004918	0.000144
28	0.002525	0.004642	0.000234
29	0.003006	0.005291	0.000186
30	0.002778	0.001407	0.000222
31	0.003139	0.004040	0.000132
32	0.008279	0.005808	0.000307
33	0.002044	0.001239	0.000108
34	0.003289	0.001148	0.000210
35	0.002621	0.004678	0.000186
36	0.004263	0.006253	0.000337
37	0.007648	0.001906	0.000132
38	0.003601	0.005213	0.000265
39	0.003752	0.006253	0.000144
40	0.003301	0.001227	0.000439
41	0.007257	0.001467	0.000180
42	0.002507	0.005195	0.000343
43	0.003084	0.006301	0.000156
44	0.003175	0.001359	0.000385
45	0.003650	0.001623	0.000307
46	0.007119	0.005994	0.000126
47	0.002309	0.006896	0.000409
48	0.003547	0.001389	0.000186
49	0.003084	0.001497	0.000385
50	0.003662	0.005712	0.000487
51	0.007774	0.007083	0.000529
52	0.002345	0.001311	0.000914
53	0.004401	0.001593	0.001323
54	0.003199	0.006187	0.000878
55	0.003577	0.007275	0.001184
56	0.007949	0.001491	0.001184
57	0.002056	0.000776	0.001245
58	0.003752	0.001046	0.000926
59	0.003740	0.006602	0.001022
60	0.002700	0.008279	0.000890
61	0.007840	0.001677	0.001353
62	0.002399	0.000728	0.000866
63	0.003956	0.001124	0.001347
64	0.003716	0.006854	0.001154
65	0.002700	0.008736	0.001708
66	0.007636	0.001804	0.001094
67	0.002465	0.000974	0.001696
68	0.003577	0.000956	0.001852
69	0.003355	0.006656	0.002429
70	0.002483	0.009380	0.001852
71	0.006944	0.001539	0.002345
72	0.002423	0.001647	0.001852
73	0.003415	0.006235	0.003157
74	0.003241	0.008784	0.002255
75	0.004149	0.001786	0.003469
76	0.005772	0.001130	0.002152
77	0.003343	0.000872	0.003565
78	0.004371	0.005664	0.002309
79	0.003229	0.009097	0.004185
80	0.005820	0.001677	0.000950
81	0.002856	0.001269	0.004503
82	0.002766	0.000914	0.000938
83	0.003247	0.005592	0.005069
84	0.005375	0.009602	0.000878
85	0.005081	0.002128	0.004545
86	0.002940	0.001533	0.000812
87	0.004064	0.000715	0.005201
88	0.002603	0.004527	0.000920
89	0.005958	0.010732	0.005538
90	0.002976	0.002050	0.001190
91	0.002784	0.002026	0.003439
92	0.003487	0.000661	0.003024
93	0.005339	0.004101	0.003770
94	0.004912	0.010474	0.003373
95	0.002862	0.002465	0.001786
96	0.003511	0.002495	0.003998
97	0.005147	0.000625	0.003337
98	0.004864	0.003950	0.003956
